1.47701e+09, 2.17271
1.47701e+09, 116.744
1.47701e+09, 1.64704
1.47701e+09, 0.753782
1.47701e+09, 2.89694
1.47701e+09, 0.236895
1.47701e+09, 2.1089
1.47701e+09, 3.51888
1.47701e+09, 1.40114
1.47701e+09, 1.70637
1.47701e+09, 1.66299
1.47701e+09, 3.87004
1.47701e+09, 0.406096
1.47701e+09, 2.67198
1.47701e+09, 4.92016
1.47701e+09, 2.29247
1.47701e+09, 6.80955
1.47701e+09, 6.82321
1.47701e+09, 4.44204
1.47701e+09, 4.93601
1.47701e+09, 3.76689
1.47701e+09, 2.0761
1.47701e+09, 0.755981
1.47701e+09, 1.50972
1.47701e+09, 0.875462
1.47701e+09, 3.20138
1.47701e+09, 11.1349
1.47701e+09, 0.202733
1.47701e+09, 1.38445
1.47701e+09, 3.69273
1.47701e+09, 2.67118
1.47701e+09, 0.98546
1.47701e+09, 1.74676
1.47701e+09, 0.630797
1.47701e+09, 4.19548
1.47701e+09, 1.57923
1.47701e+09, 2.97685
1.47701e+09, 0.84195
1.47701e+09, 0.793648
1.47701e+09, 0.266743
1.47701e+09, 0.753502
1.47701e+09, 3.77719
1.47701e+09, 0.268489
1.47701e+09, 2.20611
1.47701e+09, 0.482375
1.47701e+09, 0.970221
1.47701e+09, 2.54101
1.47701e+09, 7.30647
1.47701e+09, 2.98363
1.47701e+09, 4.90519
1.47701e+09, 10.8373
1.47701e+09, 3.62923
1.47701e+09, 3.34137
1.47701e+09, 2.09213
1.47701e+09, 1.28832
1.47701e+09, 0.862019
1.47701e+09, 1.38563
1.47701e+09, 3.37293
1.47701e+09, 7.99806
1.47701e+09, 1.2733
1.47701e+09, 1.77997
1.47701e+09, 0.246771
1.47701e+09, 6.72007
1.47701e+09, 5.96392
1.47701e+09, 2.4006
1.47701e+09, 1.96718
1.47701e+09, 6.65802
1.47701e+09, 1.7323
1.47701e+09, 3.08392
1.47701e+09, 3.2552
1.47701e+09, 10.074
1.47701e+09, 3.27012
1.47701e+09, 5.64878
1.47701e+09, 2.11007
1.47701e+09, 1.22732
1.47701e+09, 0.357836
1.47701e+09, 2.44229
1.47701e+09, 1.78469
1.47701e+09, 2.53163
1.47701e+09, 0.980347
1.47701e+09, 1.09379
1.47701e+09, 4.16207
1.47701e+09, 5.50615
1.47701e+09, 1.02108
1.47701e+09, 2.28378
1.47701e+09, 1.42285
1.47701e+09, 4.33022
1.47701e+09, 0.0729838
1.47701e+09, 3.42061
1.47701e+09, 0.242754
1.47701e+09, 0.563518
1.47701e+09, 2.94203
1.47701e+09, 1.76212
1.47701e+09, 1.78718
1.47701e+09, 4.70068
1.47701e+09, 1.53695
1.47701e+09, 1.24385
1.47701e+09, 7.35714
1.47701e+09, 3.42894
1.47701e+09, 2.27405
1.47701e+09, 2.94377
1.47701e+09, 2.21656
1.47701e+09, 4.90234
1.47701e+09, 0.952454
1.47701e+09, 2.02245
1.47701e+09, 1.01112
1.47701e+09, 2.61391
1.47701e+09, 1.74555
1.47701e+09, 2.67917
1.47701e+09, 0.808328
1.47701e+09, 1.28452
1.47701e+09, 3.2698
1.47701e+09, 3.66187
1.47701e+09, 2.78902
1.47701e+09, 2.69431
1.47701e+09, 1.27442
1.47701e+09, 1.2502
1.47701e+09, 0.581445
1.47701e+09, 2.54881
1.47701e+09, 1.96027
1.47701e+09, 2.83623
1.47701e+09, 5.48481
1.47701e+09, 5.78742
1.47701e+09, 1.60944
1.47701e+09, 3.69755
1.47701e+09, 3.79656
1.47701e+09, 2.40737
1.47701e+09, 0.178033
1.47701e+09, 2.29959
1.47701e+09, 1.21193
1.47701e+09, 4.25263
1.47701e+09, 0.843708
1.47701e+09, 0.162774
1.47701e+09, 4.17845
1.47701e+09, 0.517485
1.47701e+09, 1.18116
1.47701e+09, 5.23104
1.47701e+09, 5.86673
1.47701e+09, 3.71544
1.47701e+09, 5.64874
1.47701e+09, 2.77045
1.47701e+09, 3.94216
1.47701e+09, 3.29036
1.47701e+09, 1.19443
1.47701e+09, 0.312722
1.47701e+09, 4.38323
1.47701e+09, 0.494165
1.47701e+09, 0.384104
1.47701e+09, 2.3781
1.47701e+09, 3.56257
1.47701e+09, 0.268528
1.47701e+09, 5.60574
1.47701e+09, 1.06911
1.47701e+09, 7.26072
1.47701e+09, 0.952941
1.47701e+09, 1.83219
1.47701e+09, 1.31379
1.47701e+09, 1.75223
1.47701e+09, 1.48562
1.47701e+09, 2.90156
1.47701e+09, 1.57666
1.47701e+09, 2.83537
1.47701e+09, 3.64567
1.47701e+09, 2.91394
1.47701e+09, 0.319144
1.47701e+09, 4.49609
1.47701e+09, 2.11864
1.47701e+09, 2.23497
1.47701e+09, 5.05174
1.47701e+09, 7.85761
1.47701e+09, 1.6789
1.47701e+09, 0.669436
1.47701e+09, 1.74364
1.47701e+09, 3.93206
1.47701e+09, 1.15177
1.47701e+09, 4.98988
1.47701e+09, 1.6037
1.47701e+09, 2.52007
1.47701e+09, 1.96029
1.47701e+09, 6.34061
1.47701e+09, 2.0802
1.47701e+09, 0.831763
1.47701e+09, 3.66862
1.47701e+09, 1.61432
1.47701e+09, 0.882073
1.47701e+09, 2.01287
1.47701e+09, 3.52425
1.47701e+09, 0.312042
1.47701e+09, 1.86177
1.47701e+09, 1.30888
1.47701e+09, 6.3971
1.47701e+09, 0.244281
1.47701e+09, 11.0452
1.47701e+09, 3.5719
1.47701e+09, 0.564126
1.47701e+09, 1.40493
1.47701e+09, 0.987669
1.47701e+09, 2.0205
1.47701e+09, 1.65512
1.47701e+09, 5.11339
1.47701e+09, 2.28571
1.47701e+09, 2.75749
1.47701e+09, 1.81344
1.47701e+09, 7.11677
1.47701e+09, 8.5807
1.47701e+09, 0.214366
1.47701e+09, 0.868876
1.47701e+09, 2.78318
1.47701e+09, 2.14797
1.47701e+09, 1.13148
1.47701e+09, 0.590371
1.47701e+09, 8.92964
1.47701e+09, 2.30227
1.47701e+09, 0.92692
1.47701e+09, 3.22511
1.47701e+09, 4.62242
1.47701e+09, 1.78819
1.47701e+09, 5.55004
1.47701e+09, 1.48618
1.47701e+09, 2.42822
1.47701e+09, 5.84052
1.47701e+09, 1.69802
1.47701e+09, 6.3084
1.47701e+09, 4.44189
1.47701e+09, 1.9574
1.47701e+09, 1.44735
1.47701e+09, 4.55658
1.47701e+09, 1.65561
1.47701e+09, 5.54575
1.47701e+09, 2.96495
1.47701e+09, 0.425656
1.47701e+09, 0.0372466
1.47701e+09, 0.473457
1.47701e+09, 0.288556
1.47701e+09, 7.73228
1.47701e+09, 6.48934
1.47701e+09, 0.546236
1.47701e+09, 2.16218
1.47701e+09, 0.208309
1.47701e+09, 1.46033
1.47701e+09, 0.662292
1.47701e+09, 2.68672
1.47701e+09, 9.29261
1.47701e+09, 0.19973
1.47701e+09, 6.62052
1.47701e+09, 3.87904
1.47701e+09, 2.563
1.47701e+09, 6.28143
1.47701e+09, 1.56784
1.47701e+09, 2.17271
